,text,task_1
3083,আপনার মতো ষাঁড়দের এখন ভারতে খুব প্রয়জন কারন সেখানে এখন সমকামিতা বৈধ  আপনার মতো অপদার্থ কোন নাস্তিকের জন্য হয়তো কোন সমকামি অপেক্ষা করছে আর দেরি না করে আপনাদের ভারত মাতার কাছে ফিরে যান আর অবলিলায় গো মূত্র পান করুন,NOT
3084,ভাই আমার মনে হয় এই ঘটনায় পাপন শালা বাটপাররে নাটের গুরু বানিয়ে বুভো হাসিনা এই কাজটা করতেছে কারণ সাকিব দলে থাকলে ইন্ডিয়ার থেকে ভালো খেলতো বাংলাদেশ কিন্তু বোবো তা চাইনা।,HOF
3085,কুত্তার বাচ্চারা কি বানাইছে এইডা কেউ অর বিচি চাইপা মাইরা ফালা,HOF
3086,এরে সতানের বাইচ্চা দালাল কতুন বার অইছত তুই?,HOF
3087,নয়ন বন্ডদের কে জানাল যে রিফাত শরিফ কলেজে আসবে? মিন্নী ছাড়া অন্য কেউ কি করে জানল যে রিফাত শরিফ তাকে নিতে আসবে। আবার বাইরে থেকে ভিতরে দৌড়ে চলে গেল কেন? কেমন যেন লাগছে। আল্লাহ তাআলা ভালো জানেন।,NOT
3088,পুলিশের এসআই এর ফাঁসি দেওয়া হোক,NOT
3089,কাউয়া সবার চাইতে ডেঞ্জার খালেদা জিয়াকে মুক্তি দিলে কী তোদের আগুন জ্বলে???????????,HOF
3090,খুবই কম দামি ঘড়ি,NOT
3091,এই লুগ গুলো রে উছিত শিক্ষা দেওয়া হক,NOT
3092,হালারপুত পাঠা,HOF
3093,হায়রে সন্তান এই বাবা কত কষ্টো করে নিজে না খেয়ে সন্তানকে খাইয়েছো ধিক্কার জানাই তোর মত অমানুষকে,NOT
3094,প্লিজ এডমিন ভাই এই মুভির গান গুলো আপলোড দিবেন?,NOT
3095,রুবেল তোর মুখে জুতা মারি। কুত্তার বাচ্চা তুই নাকি জাতীয় টিমের খেলোয়ার,HOF
3096,চ্যানেল আই কর্তৃপক্ষ এসব আবালচোদা কুত্তার বাচ্চাগুলোকেই জাজ হিসেবে নেয়। এর আগেও গানের রাজা তে সেটার পরিচয় হয়ে গেছে 🤬,HOF
3097,রাষ্ট্র ব্যবস্থার চরম বিকলাঙ্গতা কাকে বলে হাড়ে হাড়ে বুঝতে পারছি,NOT
3098,সালা গ্রামের ডোম গুলো সব আইছে বিচারক হইয়া।,HOF
3099,চোদানি তোরে বাঁচার মতো ব্যবস্থা করে দিবো তাইনা চোদা খাওয়ানোর আগে মনেছিলো না আর তোর আশেপাশে কর্মচারীদের সাথে খারাপ ব্যবহার করার আগে মনে ছিল না,HOF
